Exported data,,,,,,,,,,,,,,,,,,,,,,,
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,610,21.73922075,15.94163294,-17.2597922,0.038665667,1.363675907,0,0,57.97525363,22.543891,-0.027243871,24.00319011,24.49583493,-0.000667361,-0.023536763,2.4912455,87.86222404,0,0,0.037504123,102.5519111,95.0413994
,,611,21.62762152,6.699967284,-23.21355025,0.09152725,3.228018974,0,0,57.99693705,22.52647664,-0.086815111,23.98152321,24.47353235,-0.002124672,-0.074933781,2.4912455,87.86222404,0,0,0.037311129,102.5893188,94.92133724
,,612,21.64039936,0,0,-0.057190583,-2.017019938,0,0,58.01857106,22.56189798,-0.042927108,24.01303599,24.50249694,-0.001051821,-0.037096048,2.4912455,87.86222404,0,0,0.037333069,102.6266409,94.80158671
,,613,21.77427679,0,0,-0.040537417,-1.429689521,0,0,58.0402784,22.61121892,-0.050088093,24.05253284,24.54421615,-0.001229373,-0.043358009,2.4912455,87.86222404,0,0,0.037564454,102.6640896,94.6823465
,,614,21.87669005,7.426367405,-30.50673922,0.083525583,2.945813054,0,0,58.06210389,22.60842323,-0.103859892,24.04411781,24.53394795,-0.002548093,-0.089867151,2.4912455,87.86222404,0,0,0.037741654,102.7017427,94.56368711
,,615,21.82473964,0,0,-0.038124333,-1.344583951,0,0,58.0839546,22.5765665,-0.075255766,24.01126086,24.50391657,-0.001844061,-0.065037068,2.4912455,87.86222404,0,0,0.037651925,102.7394395,94.44545463
,,616,21.65651694,46.86650707,-117.9222221,0.013102083,0.462089417,0,0,58.10569523,22.45660313,-0.063380466,23.88742549,24.37701833,-0.001545027,-0.054490611,2.4912455,87.86222404,0,0,0.037361451,102.7769461,94.32742732
,,617,21.33744487,8.924494764,-43.74478537,0.067791167,2.390885472,0,0,58.12719221,22.44713892,-0.121708565,23.8795192,24.36566432,-0.00296551,-0.104588772,2.4912455,87.86222404,0,0,0.036809489,102.8140316,94.2093877
,,618,21.41870862,0,0,-0.030648417,-1.080920387,0,0,58.14857029,22.56269311,-0.118570419,23.99963616,24.48834775,-0.002903594,-0.10240508,2.4912455,87.86222404,0,0,0.036949539,102.8509111,94.09153768
,,619,21.43273425,16.7872031,-23.84471079,0.036200417,1.276730502,0,0,58.16999601,22.56699999,-0.035251508,23.99929734,24.48656871,-0.000863188,-0.03044327,2.4912455,87.86222404,0,0,0.036973783,102.8878728,93.97414541
,,620,21.56877575,23.15758972,-117.5274632,0.026408667,0.931391221,0,0,58.19149676,22.57373155,-0.12672866,24.00287689,24.49125234,-0.003103744,-0.109464047,2.4912455,87.86222404,0,0,0.037209102,102.9249642,93.85725284
,,621,21.42603275,0,0,-0.020191167,-0.71210999,0,0,58.21299417,22.48334966,-0.106574176,23.90473581,24.39153784,-0.002599508,-0.09168047,2.4912455,87.86222404,0,0,0.036962576,102.9620501,93.74073135
,,622,21.43304414,11.1910552,-16.67612515,0.054303417,1.915194211,0,0,58.23442371,22.51151036,-0.037083562,23.93257344,24.41973023,-0.000905571,-0.031938018,2.4912455,87.86222404,0,0,0.036974575,102.9990186,93.62447541
,,623,21.37763174,37.48806323,-195.8075893,0.016168917,0.570251699,0,0,58.25582904,22.54397365,-0.129477298,23.96517108,24.45213676,-0.003165997,-0.11165961,2.4912455,87.86222404,0,0,0.036878564,103.0359452,93.50855384
,,624,21.35850087,39.07131907,-65.28702416,0.015499833,0.546654205,0,0,58.27719711,22.54473711,-0.041391143,23.96374851,24.44817736,-0.001011938,-0.035689426,2.4912455,87.86222404,0,0,0.036845466,103.0728072,93.39294409
,,625,21.4579505,18.6152806,-36.19455909,0.032683833,1.152706261,0,0,58.29860534,22.55853765,-0.048360551,23.97547957,24.46161014,-0.001182977,-0.041721695,2.4912455,87.86222404,0,0,0.037017445,103.1097387,93.27776854
,,626,21.44276452,30.97568406,-129.2735327,0.019627917,0.692245068,0,0,58.32005569,22.52171986,-0.10389281,23.93685933,24.42296171,-0.00253737,-0.089488965,2.4912455,87.86222404,0,0,0.036991344,103.1467431,93.16302826
,,627,21.20020722,16.09844783,-30.64623273,0.037339667,1.316910019,0,0,58.34137718,22.4922533,-0.046917983,23.90388546,24.38979763,-0.00114432,-0.040358331,2.4912455,87.86222404,0,0,0.036571871,103.1835247,93.04844845
,,628,21.19268012,0,0,-0.02494175,-0.879655428,0,0,58.36257362,22.58375562,-0.026012897,24.00113055,24.48857188,-0.000637019,-0.022466625,2.4912455,87.86222404,0,0,0.036558437,103.2200898,92.93403443
,,629,21.22392543,33.12947898,-130.3205027,0.018164583,0.640635654,0,0,58.38378193,22.58157731,-0.096676805,23.99900733,24.48589015,-0.002367218,-0.08348796,2.4912455,87.86222404,0,0,0.036612497,103.2566753,92.82000306
,,630,21.08455279,10.28651037,-32.62831855,0.058118,2.049728433,0,0,58.40493616,22.51301799,-0.077673855,23.92665453,24.41352524,-0.001896293,-0.066879192,2.4912455,87.86222404,0,0,0.036371713,103.2931674,92.70624788
,,631,21.17187547,0,0,-0.020782167,-0.73295361,0,0,58.42606438,22.53710024,-0.009584343,23.95173847,24.43861949,-0.000234228,-0.008260849,2.4912455,87.86222404,0,0,0.036522658,103.3296146,92.59281201
,,632,21.22936136,11.42215905,-56.85170571,0.052699083,1.858611954,0,0,58.447265,22.53162845,-0.12263485,23.9447111,24.43051697,-0.002996033,-0.10566526,2.4912455,87.86222404,0,0,0.036622126,103.366187,92.47984968
,,633,21.21829412,25.38701139,-92.35252689,0.023698083,0.835793304,0,0,58.46848882,22.60010077,-0.089322387,24.01479012,24.50200834,-0.002188578,-0.077187624,2.4912455,87.86222404,0,0,0.036602672,103.4027994,92.36728092
,,634,21.1487257,0,0,-0.005458833,-0.192524276,0,0,58.48967233,22.59361677,-0.047394271,24.0059811,24.49542647,-0.001160943,-0.040944589,2.4912455,87.86222404,0,0,0.036482359,103.4393419,92.25500368
,,635,21.0941824,7.582580198,-31.00983246,0.07887875,2.781926712,0,0,58.51079379,22.59145818,-0.099869515,24.00496688,24.49212671,-0.002446017,-0.086267081,2.4912455,87.86222404,0,0,0.03638802,103.4757771,92.14298234
,,636,20.93393292,0,0,-0.0031005,-0.109349651,0,0,58.53180785,22.61604364,-0.092321051,24.02737658,24.51660341,-0.002263399,-0.07982643,2.4912455,87.86222404,0,0,0.036110719,103.5120265,92.03114441
,,637,20.93874901,0,0,-0.002625917,-0.09261186,0,0,58.55274419,22.61820634,-0.063441215,24.03057082,24.51939614,-0.00155554,-0.054861406,2.4912455,87.86222404,0,0,0.03611904,103.5481413,91.91953562
,,638,20.96149805,11.66982644,-48.64372433,0.050929833,1.79621335,0,0,58.57369431,22.58605542,-0.101186589,23.99762733,24.48364745,-0.002477417,-0.087374507,2.4912455,87.86222404,0,0,0.036158531,103.5842801,91.80829829
,,639,20.9722738,0,0,-0.020108,-0.709176836,0,0,58.5946612,22.63196572,-0.054242142,24.04377963,24.53238968,-0.001330689,-0.046931275,2.4912455,87.86222404,0,0,0.036176968,103.6204479,91.69743536
,,640,20.7621901,12.89660083,-16.67919545,0.045647,1.609896311,0,0,58.61552843,22.50954414,-0.031202749,23.91544202,24.40026186,-0.000761355,-0.026851775,2.4912455,87.86222404,0,0,0.035814121,103.6564434,91.58676317
,,641,20.84068908,15.1324764,-66.56179961,0.039049583,1.377216031,0,0,58.63632987,22.61659976,-0.106019371,24.02873585,24.51637379,-0.002599211,-0.091669977,2.4912455,87.86222404,0,0,0.035949434,103.6923252,91.47633365
,,642,20.87840086,0,0,-0.026017417,-0.917592462,0,0,58.65718941,22.61127926,-0.056888723,24.01969,24.50849366,-0.001394257,-0.0491732,2.4912455,87.86222404,0,0,0.036014686,103.7283073,91.36633865
,,643,20.97773514,8.086420194,-19.19361394,0.07355575,2.594193059,0,0,58.67811748,22.6138974,-0.057598329,24.02163885,24.51113939,-0.001411801,-0.04979194,2.4912455,87.86222404,0,0,0.036186494,103.7644079,91.25679235
,,644,20.96311044,0,0,-0.015758333,-0.555771085,0,0,58.6990879,22.57634637,-0.102651816,23.98040785,24.47024617,-0.002511915,-0.088591212,2.4912455,87.86222404,0,0,0.036161363,103.8005818,91.14765202
,,645,20.79978822,0,0,-0.016460167,-0.580523618,0,0,58.71996935,22.40045553,-0.030534534,23.79376833,24.27979035,-0.000741372,-0.026147002,2.4912455,87.86222404,0,0,0.035879632,103.8366023,91.03871218
,,646,20.81854805,9.861147505,-34.98386249,0.059860083,2.111168912,0,0,58.74077852,22.46607451,-0.086009295,23.86226024,24.34779768,-0.002094137,-0.073856843,2.4912455,87.86222404,0,0,0.035911793,103.872498,90.92999771
,,647,20.70641099,0,0,-0.033820333,-1.192788789,0,0,58.761541,22.44758456,-0.081363918,23.84300254,24.3306827,-0.00197964,-0.069818709,2.4912455,87.86222404,0,0,0.03571791,103.9083128,90.82154714
,,648,20.72287895,8.314644269,-16.96082401,0.070667667,2.492335003,0,0,58.78225565,22.44229036,-0.049274677,23.83858656,24.32449958,-0.001198582,-0.042272055,2.4912455,87.86222404,0,0,0.035746418,103.944045,90.71335748
,,649,20.8715039,12.93425395,-64.61084381,0.04575375,1.613661212,0,0,58.80305284,22.54556762,-0.120978393,23.94688506,24.43567256,-0.002956188,-0.104260013,2.4912455,87.86222404,0,0,0.036003044,103.9799197,90.60562841
,,650,20.95103237,0,0,-0.03558525,-1.255034563,0,0,58.82396411,22.57477863,-0.063067545,23.97503537,24.46439224,-0.001542909,-0.054415926,2.4912455,87.86222404,0,0,0.036140478,104.0159915,90.49840632
,,651,20.91877709,8.825785127,-22.17488416,0.067204333,2.370188803,0,0,58.84489901,22.6215474,-0.060797157,24.02022155,24.5118092,-0.001490248,-0.052558662,2.4912455,87.86222404,0,0,0.03608448,104.052104,90.39154994
,,652,20.84151017,0,-7369.638916,0.000485167,0.017111048,0,0,58.86577915,22.60668461,-0.14597365,24.00501588,24.49416827,-0.003575503,-0.126102248,2.4912455,87.86222404,0,0,0.035950897,104.0881217,90.28493735
,,653,20.88815885,0,0,-0.012515,-0.441383932,0,0,58.88664399,22.62110856,-0.044694292,24.01853864,24.50883576,-0.001095405,-0.038633176,2.4912455,87.86222404,0,0,0.036031522,104.1241129,90.17862785
,,654,20.91467352,12.4697522,-51.43464902,0.04755625,1.677232489,0,0,58.9075454,22.63902544,-0.099720743,24.03749824,24.5288888,-0.002446039,-0.086267864,2.4912455,87.86222404,0,0,0.036077306,104.1601673,90.0726994
,,655,21.11639735,0,0,-0.011053083,-0.389824481,0,0,58.92856094,22.67311158,-0.119046466,24.07349739,24.56697593,-0.002924612,-0.103146352,2.4912455,87.86222404,0,0,0.036426084,104.196419,89.96726861
,,656,21.12765731,32.01939853,-34.73564603,0.018709083,0.659839294,0,0,58.94968297,22.68434134,-0.026440879,24.08587034,24.57830874,-0.000649872,-0.022919944,2.4912455,87.86222404,0,0,0.036445512,104.2328548,89.8623216
,,657,20.90828447,10.12793306,-39.14891127,0.0585345,2.064417719,0,0,58.97070094,22.59926294,-0.093587112,23.99387179,24.485871,-0.002291562,-0.080819706,2.4912455,87.86222404,0,0,0.036066428,104.2691108,89.75753567
,,658,20.87545206,0,0,-0.010564083,-0.372578237,0,0,58.99159281,22.59657029,-0.06954166,23.98915756,24.47943467,-0.001702341,-0.060038814,2.4912455,87.86222404,0,0,0.03600965,104.3051488,89.65287661
,,659,20.78123389,58.5328913,-102.3899429,0.010066667,0.355035151,0,0,59.01242115,22.54038184,-0.042213378,23.928549,24.41703261,-0.001030725,-0.036352029,2.4912455,87.86222404,0,0,0.035846927,104.3410771,89.54843877
,,660,20.78654013,27.47326007,-123.1501134,0.021452917,0.756609885,0,0,59.03320504,22.51197797,-0.108333374,23.89839585,24.38702879,-0.002641929,-0.093176593,2.4912455,87.86222404,0,0,0.035856228,104.3769287,89.44425006
,,661,20.91144751,40.67130172,-54.05711233,0.014578417,0.514157321,0,0,59.05405403,22.54243965,-0.032266199,23.93258451,24.42392109,-0.000788067,-0.02779386,2.4912455,87.86222404,0,0,0.036072149,104.4128928,89.34047508
,,662,20.941637,12.88685823,-30.01508774,0.046076333,1.625038207,0,0,59.07498057,22.59908665,-0.056476517,23.99394056,24.48779156,-0.001382985,-0.048775664,2.4912455,87.86222404,0,0,0.03612412,104.448991,89.23713077
,,663,20.91513626,0,0,-0.006330167,-0.223254802,0,0,59.09590896,22.62781472,-0.090554026,24.02328855,24.51603748,-0.002220026,-0.078296745,2.4912455,87.86222404,0,0,0.036078155,104.4850921,89.13410099
,,664,20.84531987,61.52052594,-110.2394685,0.009607333,0.338835203,0,0,59.11678919,22.51745743,-0.043419805,23.9007062,24.39226333,-0.001059107,-0.037353013,2.4912455,87.86222404,0,0,0.035957876,104.5211101,89.03130902
,,665,20.82291479,13.41928888,-26.62434232,0.043997333,1.551715219,0,0,59.1376233,22.57572964,-0.047901222,23.96127966,24.4544924,-0.0011714,-0.041313397,2.4912455,87.86222404,0,0,0.035918868,104.5570485,88.92875685
,,666,20.99767788,62.76227371,-308.1926485,0.009486083,0.33455891,0,0,59.1585336,22.60206285,-0.119421597,23.98737316,24.48084123,-0.002923541,-0.103108597,2.4912455,87.86222404,0,0,0.036221042,104.5931185,88.82662703
,,667,21.10400705,26.33341715,-44.54215857,0.022723333,0.801415438,0,0,59.17958444,22.67058521,-0.041223987,24.05849062,24.5523635,-0.001012146,-0.035696774,2.4912455,87.86222404,0,0,0.036404663,104.6294313,88.72501416
,,668,21.03015083,0,-3675.023976,0.000554667,0.019562202,0,0,59.20065152,22.68421303,-0.082984937,24.06929175,24.5636542,-0.002038413,-0.07189156,2.4912455,87.86222404,0,0,0.036276851,104.6657721,88.62372982
,,669,20.80083431,16.21202889,-100.1012334,0.036379583,1.283049423,0,0,59.22156701,22.6458149,-0.148526359,24.02547134,24.51848402,-0.003641641,-0.12843483,2.4912455,87.86222404,0,0,0.035880373,104.7018507,88.5225217
,,670,20.6361058,25.90356242,-28.84793943,0.02258825,0.796651266,0,0,59.24228548,22.64933973,-0.026576483,24.02465774,24.51883735,-0.000651624,-0.022981747,2.4912455,87.86222404,0,0,0.035595443,104.7375886,88.42132162
,,671,20.67499841,0,0,-0.018295,-0.64523524,0,0,59.26294104,22.63383078,-0.101276882,24.00525913,24.49775456,-0.002481056,-0.087502864,2.4912455,87.86222404,0,0,0.035662777,104.7732177,88.32032941
,,672,20.61846571,11.22642298,-44.69516695,0.052075,1.836601538,0,0,59.28358777,22.59547889,-0.095173238,23.96330389,24.45541265,-0.002327501,-0.082087212,2.4912455,87.86222404,0,0,0.035565162,104.8088317,88.21962466
,,673,20.68261401,56.62891028,-42.86438539,0.01035575,0.365230655,0,0,59.30423831,22.58207879,-0.018164018,23.94781384,24.43803229,-0.000443893,-0.015655388,2.4912455,87.86222404,0,0,0.03567617,104.8444523,88.11922483
,,674,20.59660811,26.58183304,-133.8471061,0.02196975,0.774837765,0,0,59.32487792,22.51284844,-0.120698351,23.87388658,24.3631121,-0.002940587,-0.103709793,2.4912455,87.86222404,0,0,0.03552771,104.8800543,88.01910671
,,675,20.55758751,8.187527035,-28.95174483,0.071192417,2.510842092,0,0,59.34545502,22.52800953,-0.084542116,23.89098482,24.38009331,-0.002061145,-0.07269326,2.4912455,87.86222404,0,0,0.035460156,104.9155482,87.91919262
,,676,20.62277501,0,0,-0.032777167,-1.155997978,0,0,59.3660452,22.61129239,-0.054240374,23.97847413,24.46971089,-0.001327246,-0.046809842,2.4912455,87.86222404,0,0,0.035572548,104.9510646,87.81959349
,,677,20.60953277,21.82568437,-93.00414246,0.026774083,0.944278879,0,0,59.38666135,22.59677329,-0.101827156,23.96378092,24.4541904,-0.002490101,-0.087821847,2.4912455,87.86222404,0,0,0.035549707,104.9866257,87.72032696
,,678,20.61230025,17.39149416,-47.86002197,0.033605,1.185194329,0,0,59.40727227,22.55338749,-0.065903622,23.91636561,24.40436478,-0.001608336,-0.056723427,2.4912455,87.86222404,0,0,0.035554678,105.0221779,87.62134553
,,679,20.64586469,0,0,-0.041290833,-1.456261315,0,0,59.42790135,22.53204497,-0.036824726,23.89213835,24.38107926,-0.000897827,-0.031664899,2.4912455,87.86222404,0,0,0.035612822,105.0577616,87.5226824
,,680,20.59460216,9.048202951,-29.20485765,0.0645365,2.27609861,0,0,59.44852159,22.55826064,-0.077220009,23.91987259,24.40791334,-0.001884779,-0.066473136,2.4912455,87.86222404,0,0,0.035524047,105.0933301,87.42429645
,,681,20.45715624,28.99111793,-70.4130319,0.020007583,0.705635301,0,0,59.46904746,22.61967121,-0.057566733,23.98236405,24.47237384,-0.001408795,-0.049685921,2.4912455,87.86222404,0,0,0.03528607,105.1287351,87.32606089
,,682,20.35910264,0,0,-0.027066083,-0.95457725,0,0,59.48945559,22.64978705,-0.023719122,24.01147243,24.50046723,-0.00058113,-0.020495505,2.4912455,87.86222404,0,0,0.035116365,105.1639363,87.22794075
,,683,20.37655614,7.765705933,-38.38102512,0.0743985,2.623915497,0,0,59.50982342,22.59694266,-0.116830148,23.95231602,24.44138558,-0.002855491,-0.100708567,2.4912455,87.86222404,0,0,0.035146768,105.1990679,87.13004894
,,684,20.48484508,0,0,-0.00497,-0.175283911,0,0,59.53025412,22.64645441,-0.063351216,24.00402805,24.49359212,-0.001551699,-0.054725924,2.4912455,87.86222404,0,0,0.035333846,105.2343082,87.03253527
,,685,20.47223958,0,0,-0.024432167,-0.861683243,0,0,59.55073267,22.62150359,-0.042074293,23.97533976,24.46481279,-0.00102934,-0.036303157,2.4912455,87.86222404,0,0,0.035312149,105.2696312,86.93537616
,,686,20.3820109,7.000010541,-40.10593978,0.082558667,2.911711458,0,0,59.57115979,22.61600789,-0.135393057,23.9670178,24.4554114,-0.003311093,-0.116776924,2.4912455,87.86222404,0,0,0.035156123,105.3048653,86.83842535
,,687,20.38538908,0,0,-0.025970167,-0.91592603,0,0,59.59154349,22.64340514,-0.061920892,23.99367952,24.48413935,-0.00151608,-0.053469696,2.4912455,87.86222404,0,0,0.035161852,105.3400243,86.74169358
,,688,20.36482914,57.87216664,-251.953485,0.009977583,0.351893325,0,0,59.6119186,22.66860817,-0.102566926,24.01974362,24.50972241,-0.002513887,-0.08866075,2.4912455,87.86222404,0,0,0.035126191,105.3751684,86.64523052
,,689,20.36385715,6.313210973,-29.12308722,0.0914585,3.225594272,0,0,59.63228294,22.72653433,-0.10840233,24.08080066,24.57100196,-0.002663554,-0.093939263,2.4912455,87.86222404,0,0,0.035124272,105.4102936,86.54903185
,,690,20.26334914,0,0,-0.07040275,-2.482991818,0,0,59.65259655,22.72151279,-0.060779832,24.07200588,24.5627422,-0.001492919,-0.052652866,2.4912455,87.86222404,0,0,0.034950475,105.445331,86.45303847
,,691,20.11297144,26.47697688,-86.17413458,0.021538833,0.759640027,0,0,59.67278471,22.62478567,-0.075893106,23.96844059,24.45663939,-0.00185609,-0.065461322,2.4912455,87.86222404,0,0,0.034690811,105.4801516,86.3571414
,,692,20.14837784,5.813187289,-27.02242942,0.098274333,3.465977757,0,0,59.69291538,22.72561484,-0.108112897,24.07352055,24.56331594,-0.002655611,-0.093659139,2.4912455,87.86222404,0,0,0.034751634,105.5148728,86.26143841
,,693,20.16723184,0,0,-0.051749,-1.825104042,0,0,59.71307319,22.70929223,-0.053449119,24.05475093,24.54470892,-0.001311893,-0.04626836,2.4912455,87.86222404,0,0,0.034784305,105.5496408,86.16605077
,,694,20.04367167,26.62026549,-77.97442606,0.021349083,0.75294785,0,0,59.73317864,22.65664121,-0.067983453,23.9980824,24.48658368,-0.001664683,-0.058710676,2.4912455,87.86222404,0,0,0.034570842,105.5843184,86.07086259
,,695,20.011804,12.65470197,-76.11427866,0.04483825,1.581372999,0,0,59.75320638,22.59497654,-0.139762514,23.9328307,24.41878689,-0.003412831,-0.120365065,2.4912455,87.86222404,0,0,0.03451598,105.6188618,85.97583651
,,696,20.14147605,0,0,-0.041482083,-1.463006395,0,0,59.77328302,22.63184701,-0.061172298,23.97060269,24.4591461,-0.001496222,-0.052769351,2.4912455,87.86222404,0,0,0.034740077,105.6534898,85.88115376
,,697,20.23422523,13.36704158,-29.24000064,0.042920583,1.513739978,0,0,59.79347087,22.71321472,-0.051132045,24.05581894,24.5442538,-0.001254998,-0.044261758,2.4912455,87.86222404,0,0,0.034900143,105.6883099,85.78690225
,,698,20.16406899,12.98817784,-59.96962126,0.044019417,1.552494063,0,0,59.81367001,22.68322632,-0.107687526,24.02425057,24.51377463,-0.002639828,-0.093102481,2.4912455,87.86222404,0,0,0.03477894,105.7231495,85.69293698
,,699,19.8934237,0,0,-0.02798725,-0.987065317,0,0,59.83369876,22.67855732,-0.055130142,24.01994765,24.51033413,-0.001351258,-0.047656704,2.4912455,87.86222404,0,0,0.034310939,105.7576944,85.5989968
,,700,19.87416922,15.64058955,-42.2794883,0.036028833,1.270679034,0,0,59.85358256,22.72978923,-0.062008101,24.07363062,24.56583283,-0.001523281,-0.053723659,2.4912455,87.86222404,0,0,0.034277443,105.7919886,85.50511794
,,701,19.88454897,18.52666317,-79.73699007,0.030432167,1.073293598,0,0,59.87346192,22.64440627,-0.099155874,23.98332783,24.47227058,-0.002426569,-0.085581201,2.4912455,87.86222404,0,0,0.034295726,105.8262752,85.41150059
,,702,19.93231366,0,-347.2758276,0.006551667,0.231066751,0,0,59.89337035,22.62577856,-0.093037799,23.96315027,24.45495799,-0.002275235,-0.080243897,2.4912455,87.86222404,0,0,0.034378397,105.8606122,85.31819138
,,703,19.85498936,15.19417843,-20.23385878,0.037051583,1.306749783,0,0,59.913264,22.62215366,-0.030663941,23.96097646,24.4487982,-0.000749697,-0.026440591,2.4912455,87.86222404,0,0,0.034244699,105.8949238,85.2251266
